,condition,review
33600,0,"""My sleep apnea doctor prescribed this for me as I still felt tired during the day.  This has been a miracle drug.  I have energy during the day, think clearly, and have noticed my memory recall is much better.  (I am 51)  The down side of this drug is that it is not covered by most insurance.  Too bad... because I feel so much better and alert with this medication."""
33605,0,"""After taking Norco 10/325 for close to 8 months, I was switched to Percocet 10/325 and what a difference! I take 4 a day and I have my life back!!
I was injured earlier this year and fractured my patella. Even Physical Therapy didn&#039;t help as much as it should, because I was left with osteoarthritis in my knee. I&#039;m now able to do chores, go places and enjoy life again thanks to no pain! Thank you Percocet."""
33850,0,"""My husband has been an alcoholic for 16 years. He has struggled with depression, severe anxiety with disassociation, and seizures. Alcohol was the only thing that helped. Yesterday he was prescribed gabapentin at a starting dose of 100mg 3 times daily.  About an hour after his first dose he stated that he felt different and better and he didn&#039;t feel the need to drink. A couple of hours later he stated that for the first time since puberty he felt like himself. He has only taken one dose, but if you&#039;re thinking about trying this medication for alcohol dependance, there&#039;s strong research that it is beneficial, and can help fix the imbalance in your brain that makes you need alcohol. It&#039;s worth a try. Blessings to you"""
34022,1,"""Try taking this pill with warm water. It helps dissolve it more quickly and it doesn&#039;t get stuck."""
34083,0,"""Prescribed for sleep but didn&#039;t work. Only sleepy during the day!"""
34103,1,"""I have had GERD and GERD like issues since the age of 12.  I have been put on every medication available on the market only to have them stop working after a few short years.  Finally, about 10-15 years ago I started taking Aciphex - no side effects, no resistance... no problems at all.  My one and ONLY issue is the cost.  I have tried every generic and over the counter (supposedly) &quot;equivalent&quot; with no success.  """
34294,0,"""Dentist prescribed it to me after a really rough wisdom tooth removal. Took away the pain and swelling completely. Never got such great results from any other painkiller."""
34306,1,"""I  have been taking it for 4 days and on the 3rd day my nose started running all day.  Also, I had sneezing and now a sore throat and cough that hurts.  My GERD was so bad that I had a &quot;cobblestone&quot; throat and it was hard to swallow some foods.  Supposed to be on it for 2 months.  Hope it gets better.  Dry mouth at night and rapid heart beat are no fun either."""
34400,1,"""Heartburn has interfered with my life for years and I can now honestly say Nexium has transformed my life. What an astounding difference - I could not believe it. My daughter recommended I try it, to say I was sceptical is an understatement. I think this is a wonder pill. No more waking in the night and taking antacid liquids or tablets. No more popping antacid tablets numerous times a day. What a fantastic relief. Brilliant really isn&#039;t strong enough to explain the difference."""
34422,0,"""So far, so good.  Medication does cause dry mouth to some extent. At first, I was nervous about the phentermine, but I did not have any problems with it. No jitter or heart racing. Sleepy at first until your body adjusts to it.  Just finished the start dose and now on the 7.5 dose.  The only thing I have a small issue with is some minor tingling in my toes at times.  Did not notice this until I started taking the Qysmia.  Will discuss with my physician."""
34681,1,"""Suffered from heartburn for a couple decades.  Used to treat with regular doses of tums, Prilosec, and every other over the counter acid inhibitor. Nothing worked for more than a day or so.  I have been taking dexilant for 18 months now and have yet to have a single instance of heartburn. It&#039;s a fantastic remedy for those regular heartburn sufferers."""
34766,0,"""I no longer sleep all the time.  I have more energy and less pain.  The overwhelming sadness is gone.  The only weird thing is that I feel like CAN&#039;T cry anymore...even when I want to.  But I will take no crying with the way I feel. I am like a new person.  Went from 30- 60 mg and feel wonderful."""
34840,1,"""I thought it was working until I developed severe stomach cramps that wouldn&#039;t go away. Got scoped and discovered I had fairly severe damage to the esophagus which had reduced the efficiency of swallowing down to 10%. Don&#039;t assume the medication is working unless you get checked. They switched me to omeprazole. """
34963,0,"""Only on day 7 of this pill and my chest, back and face are broken out completely! I have bumps literally everywhere. Little clusters of bumps are popping up too! My breasts are starting to hurt and I&#039;ve had bad menstrual cramps today! I&#039;m also super emotional as well. Cried all evening for no reason and got so mad I thought my chest was going to explode. So mood swings are definitely a side effect. Maybe I&#039;ll see some better effects in the next month!"""
35235,1,"""Great medicine. No side effects. The price is high but if it works I will take it."""
35567,0,"""Had my wisdom tooth pulled and I&#039;m hard headed and hate all medications and ended up with a sinus infection and it was painful. Finally took my prescribed medication of Amoxil and I felt it working 17hrs later. First time I finished all of my medication."""
35573,1,"""I have severe acid reflex for the past 10 years and always have struggled finding relief until I found this medication back when it was called Kapidex, the name was changed because it sounded to much like the medication Aciphex. I started off taking over the counter medication, then went on to Prevacid when it was prescription at a very high dose. The beauty of this medication, unlike most other medications in the same category, when taken it begins to work and usually works for me longer than 24 hours, so if I miss a dose I do not have to worry my stomach will hurt and have diarrhea. The only downside to this medication and others like it is the depletion of calcium in the bones making a broken bone easier to obtain."""
