,condition,review
972,1,gastro prescribe mg pantoprazole day itropride try day give relief feel like im totally heal however give severe constipation result hemorrhoid give headache fatigue well change ranitidine help give dafflon hemoroids get heal try product
973,1,husband use year ago work well need son
974,1,start year ago get instant relief try available med little result never side effect aciphex insurance doesnt like couldnt live without
975,0,love month wow antidepressant cause mania explode make stop take trust ive lot med use sleep maybe hour night im sleep mg trazodone im mad anymore focus life much good would rat give heartburn little sedate morning im try wake cant caffeine medicine truly god send anyone bipolar definitely add normal med take klonopin depakote trazodone life great
976,1,take medication hmo drop fron formulary take felt great take one day forget take forget refill run could miss day two without heartburn return doctor subsequently put prilosec twice day miss one heartburn return vengeance miss whole day take three five day get heartburn control
977,1,take year early work amaze even miss single dose horrible acid problem night highly recommend also consider fundoplication surgery gastroesophageal reflux disease do year ago since gerd completely go need prevacid anymore eat enjoy spicy food never issue prevacid surgery change life
978,1,severe acid refulx esophagal ulcer try ton medication one give relief without need supplement antiacid experience headache side effect mild worth relief
979,1,prevacid work great one help stick prevacid
980,1,doesnt darn thing dont even know bother take sleep sit dont throw night gerd try major drug try control condition none work discourage thing seem help even little bite keep stomach full time least throw bile acid ive gain almost pound last year result though
981,0,copper iud user month experience follow conciseeasy read pro get pregnant copper iud put mind easeno worry pregnancy con changedlonger period persist use period go day daysextremely heavy month subsidedhowever long period usually day irregular bleed persist bacterial vaginosis never iud plenty stats show copper iud user much likely develop due increase flora huge increase discharge wear panty liner discharge good literally day remove iud body didnt respond well might
